,AAPL,MSFT,GOOGL,AMZN,SPY,GOOG
2021-05-06,127.1963,242.4338,116.5788,165.3185,398.4142,118.7758
2021-05-07,127.8739,245.0841,117.306,164.5805,401.3139,119.6407
2021-05-10,124.5742,239.9583,114.3045,159.5245,397.3399,116.7962
2021-05-11,123.651,239.0361,113.2226,161.1955,393.7937,115.1552
2021-05-12,120.5674,232.0173,109.7408,157.597,385.4275,111.6797
2021-05-13,122.7279,235.9296,111.1767,158.0735,390.0574,112.8214
2021-05-14,125.1634,240.9,113.6376,161.145,396.0469,115.5243
2021-05-17,124.0046,238.0167,114.1633,163.5195,395.0392,115.7861
2021-05-18,122.6101,235.9781,112.8441,161.614,391.6356,114.8893
2021-05-19,122.4529,236.5619,113.2945,161.59,390.6089,115.1527
2021-05-20,125.0259,239.8313,115.0626,162.384,394.811,117.5159
2021-05-21,123.1797,238.5566,114.4232,160.154,394.4878,116.9677
2021-05-24,124.8197,244.0153,117.7604,162.2495,398.5093,120.0387
2021-05-25,124.6233,244.9299,117.8517,162.9525,397.6251,120.1584
2021-05-26,124.5742,244.7061,118.7215,163.258,398.4142,121.3784
2021-05-27,123.0324,242.5849,117.8422,161.5055,398.6233,119.8312
2021-05-28,122.3744,242.945,117.5514,161.1535,399.3364,120.2826
2021-06-01,122.0503,240.7265,118.7649,160.9325,398.9846,121.1929
2021-06-02,122.8163,240.6292,118.2367,161.6995,399.6121,120.7674
2021-06-03,121.3236,239.0821,117.0891,159.3505,398.129,119.936
2021-06-04,123.6314,244.025,119.3829,160.311,401.7702,122.2877
2021-06-07,123.6412,246.9636,119.8183,159.9005,401.3804,123.0024
2021-06-08,124.4662,245.757,119.6258,163.2055,401.466,123.8384
2021-06-09,124.8492,246.7495,120.0996,164.0575,400.867,124.2648
2021-06-10,123.8475,250.301,121.4558,167.4825,402.7304,125.7711
2021-06-11,125.0652,250.9335,121.2099,167.3415,403.3959,125.3886
2021-06-14,128.1391,252.8796,122.1431,169.1935,404.2991,126.0425
2021-06-15,127.3141,251.3908,121.1196,169.1565,403.5575,125.7242
2021-06-16,127.815,250.4373,120.4742,170.7625,401.3044,125.3886
2021-06-17,129.4256,253.8623,121.4428,174.462,401.1713,126.0614
2021-06-18,128.1194,252.432,119.8143,174.345,395.7592,125.2599
2021-06-21,129.9264,255.5456,121.5116,172.698,401.4249,126.1452
2021-06-22,131.5763,258.348,122.0283,175.272,403.571,126.6884
2021-06-23,131.3013,258.1144,121.8253,175.191,403.0845,126.1517
2021-06-24,131.0165,259.4961,122.1974,172.454,405.4691,126.9702
2021-06-25,130.7219,257.8712,122.2059,170.073,406.9093,126.6839
2021-06-28,132.3619,261.4714,122.2333,172.1945,407.7296,126.5088
2021-06-29,133.8841,264.0791,121.9705,172.407,407.949,125.7098
2021-06-30,134.5028,263.5926,121.7879,172.008,408.2924,125.009
2021-07-01,134.8072,264.2737,122.1421,171.6485,410.5529,126.0589
2021-07-02,137.449,270.1605,124.9481,175.549,413.691,128.4037
2021-07-06,139.472,270.1702,125.8783,183.787,412.9375,129.4531
2021-07-07,141.9763,272.379,126.1616,184.829,414.3968,129.7588
2021-07-08,140.6701,269.9367,124.7351,186.5705,411.0203,128.8605
2021-07-09,142.5066,270.4427,125.2085,185.967,415.4079,129.2571
2021-07-12,141.9075,269.8394,126.6619,185.9275,416.8958,130.2441
2021-07-13,143.0271,273.4007,127.027,183.868,415.4746,130.6736
2021-07-14,146.4741,274.8894,127.9202,184.084,416.0946,131.7589
2021-07-15,145.8161,273.4493,126.6913,181.56,414.6734,130.9449
2021-07-16,143.7636,273.1769,126.6564,178.6815,411.4209,131.5225
2021-07-19,139.8943,269.5377,124.2703,177.4795,405.3451,128.9373
2021-07-20,143.5279,271.7854,125.8978,178.6595,411.1538,130.7803
2021-07-21,142.7914,273.8093,127.2339,179.26,414.4827,132.2756
2021-07-22,144.1663,278.4215,128.1043,181.9015,415.3506,133.0019
2021-07-23,145.8947,281.8562,132.6864,182.832,419.6237,137.4784
2021-07-26,146.317,281.253,133.7039,184.991,420.6539,139.3024
2021-07-27,144.1368,278.8107,131.5742,181.3195,418.7367,136.4614
2021-07-28,142.3789,278.4993,135.7578,181.516,418.565,136.0474
2021-07-29,143.0271,278.7718,135.4421,179.996,420.301,136.206
2021-07-30,143.2431,277.2246,134.3937,166.3795,418.2598,134.8897
2021-08-02,142.9092,277.1371,134.5214,166.574,417.3823,135.6563
2021-08-03,144.7162,279.375,135.295,168.312,420.7779,135.9461
2021-08-04,144.3136,278.7815,134.7917,167.736,418.7081,135.6952
2021-08-05,144.4216,281.7103,135.9149,168.7995,421.3597,136.6045
2021-08-06,143.7331,281.6519,135.4032,167.247,422.056,136.7003
2021-08-09,143.6839,280.5524,136.5748,167.0935,421.7126,137.6639
2021-08-10,143.202,278.7134,136.4691,166.034,422.2372,137.7582
2021-08-11,143.4577,279.2096,135.9424,164.6055,423.2864,137.3522
2021-08-12,146.4378,281.9925,136.8551,165.175,424.555,138.0505
2021-08-13,146.6444,284.9505,137.3874,164.6985,425.3276,138.0669
2021-08-16,148.6311,286.6533,137.9679,164.9495,426.3291,138.5757
2021-08-17,147.7164,285.1743,136.3239,162.098,423.5344,136.9641
2021-08-18,143.9495,283.4292,135.1144,160.061,418.8988,136.2354
2021-08-19,144.2839,289.3175,135.3449,159.3875,419.5474,136.5781
2021-08-20,145.7494,296.7169,137.09,159.9975,422.8858,138.0978
2021-08-23,147.2443,296.9997,139.6956,163.2935,426.6057,140.7538
2021-08-24,147.1558,295.0206,140.9126,165.289,427.2829,142.0496
2021-08-25,145.9166,294.426,141.7281,164.959,428.1795,142.5998
2021-08-26,145.1101,291.5793,141.0911,165.8,425.6519,141.7748
2021-08-27,146.1526,292.1935,143.6483,167.4815,429.4576,144.1964
2021-08-30,150.5982,295.9663,144.2334,171.0785,431.3462,145.1131
2021-08-31,149.3294,294.2992,144.3401,173.5395,430.7071,145.1056
2021-09-01,149.9982,294.2505,144.8568,173.95,430.9361,145.4848
2021-09-02,151.1194,293.5875,142.9331,173.156,432.2619,143.8657
2021-09-03,151.7587,293.5778,143.3845,173.9025,432.1569,144.4203
2021-09-07,154.1094,292.6419,143.9241,175.4645,430.6118,145.1625
2021-09-08,152.5554,292.6712,143.3361,176.275,430.0872,144.5286
2021-09-09,151.5325,289.7855,143.1864,174.208,428.2463,144.5585
2021-09-10,146.5165,288.2842,140.528,173.4575,424.8698,141.5733
2021-09-13,147.087,289.532,141.9809,172.8585,425.9571,143.1135
2021-09-14,145.6805,292.2617,142.1924,172.5,423.6584,143.0547
2021-09-15,146.5755,297.1654,144.0727,173.7895,427.1971,144.8503
2021-09-16,146.3395,297.5553,143.2553,174.412,426.5199,144.0198
2021-09-17,143.6544,292.3397,140.4522,173.126,422.3652,141.1169
2021-09-20,140.5858,286.9096,138.3769,167.7865,415.3226,138.6764
2021-09-21,141.0678,287.397,138.6896,167.1815,414.9303,139.3044
2021-09-22,143.4479,291.0821,139.937,169.0025,418.9779,140.5932
2021-09-23,144.4118,292.0375,140.8672,170.8,424.0685,141.4791
2021-09-24,144.5003,291.8328,141.8637,171.276,424.767,142.2836
2021-09-27,142.9758,286.7828,140.7235,170.29,423.5518,141.1543
2021-09-28,139.5728,276.4003,135.4945,165.798,415.0164,135.8504
2021-09-29,140.4776,276.8682,134.0216,165.056,415.7149,134.1914
2021-09-30,139.1695,274.8405,133.3458,164.252,410.6339,132.939
2021-10-01,140.3006,281.8401,136.2057,164.163,415.514,136.1282
2021-10-04,136.8484,276.0006,133.3294,159.489,410.1555,133.4373
2021-10-05,138.786,281.5087,135.687,161.05,414.4232,135.8434
2021-10-06,139.6613,285.7494,137.2252,163.1005,416.1455,137.0175
2021-10-07,140.9301,287.4458,138.8811,165.1215,419.7434,138.8445
2021-10-08,140.5465,287.4458,139.4402,164.431,418.9779,139.7129
2021-10-11,140.458,286.8413,138.5709,162.315,415.9446,138.5073
2021-10-12,139.1794,285.5252,136.112,162.3665,414.9207,136.3781
2021-10-13,138.5893,288.8691,137.2422,164.214,416.4135,137.5622
2021-10-14,141.3923,295.1474,140.8023,164.993,423.4178,141.0656
2021-10-15,142.4545,296.5707,141.0189,170.451,426.6425,141.3279
2021-10-18,144.1364,299.5734,142.4253,172.337,427.9055,142.6103
2021-10-19,146.31,300.4898,142.8832,172.2075,431.2068,143.4697
2021-10-20,146.8017,299.6903,141.4188,170.753,432.9004,142.0662
2021-10-21,147.0181,302.9562,141.5355,171.7505,434.0295,142.4307
2021-10-22,146.2411,301.3964,137.2267,166.7775,433.5798,138.2854
2021-10-25,146.192,300.3923,137.1075,166.0185,435.905,138.433
2021-10-26,146.8608,302.3225,138.9644,168.8035,436.2973,139.3298
2021-10-27,146.3985,315.0546,145.8563,169.6245,434.3645,146.0688
2021-10-28,150.0572,316.205,145.4887,172.3285,438.5556,145.771
2021-10-29,147.3328,323.2924,147.6803,168.6215,439.4455,147.9073
2021-11-01,146.5067,321.0989,143.1426,165.9055,440.2014,143.4218
2021-11-02,147.5492,324.7645,145.0733,165.6375,441.9812,145.5057
2021-11-03,148.995,325.6126,146.2359,169.2,444.6796,146.4304
2021-11-04,148.4737,327.9914,147.9013,173.85,446.7751,148.3187
2021-11-05,149.0056,327.6209,148.4843,175.9495,448.3253,148.8754
2021-11-08,148.1783,328.5275,148.6629,174.449,448.708,148.9856
2021-11-09,148.5427,327.5137,148.5507,178.8115,447.2249,148.8829
2021-11-10,145.6961,322.493,145.5331,174.1025,443.627,146.2668
2021-11-11,145.6469,324.082,145.4064,173.625,443.7706,146.3885
2021-11-12,147.735,328.2643,148.3108,176.2575,447.1196,149.2789
2021-11-15,147.7449,327.6306,148.0853,177.284,447.2727,149.022
2021-11-16,148.7298,330.9843,147.5107,177.035,449.0429,148.7108
2021-11-17,151.1824,331.2089,147.6813,177.45,447.9521,148.6968
2021-11-18,155.4965,333.3087,149.4684,184.803,449.4735,150.3398
2021-11-19,158.1363,335.1058,148.5586,183.8285,448.6698,149.5851
2021-11-22,158.5992,331.9023,145.9406,178.6285,447.4067,146.7182
2021-11-23,158.9833,329.8025,145.4219,179.002,447.9999,146.3975
2021-11-24,159.5054,330.0271,145.7591,179.0205,449.196,146.3581
2021-11-26,154.4525,321.9891,141.8318,175.228,439.1775,142.4561
2021-11-29,157.8309,328.777,145.171,178.0785,444.5648,145.756
2021-11-30,162.8148,322.8779,141.547,175.3535,435.9146,142.103
2021-12-01,162.2928,322.3798,140.7031,172.186,431.0728,141.2711
2021-12-02,161.298,321.8035,142.6129,171.868,437.6752,143.4243
2021-12-03,159.4069,315.4747,141.6507,169.4895,433.8669,142.1713
2021-12-06,162.8345,318.5805,142.8014,171.3685,439.0053,143.4442
2021-12-07,168.6064,327.1069,146.9057,176.1645,448.0861,147.6738
2021-12-08,172.4478,327.1557,147.8205,176.158,449.2726,148.3562
2021-12-09,171.9356,325.3293,147.2738,174.171,446.2393,147.7432
2021-12-10,176.7521,334.5491,147.6359,172.212,450.44,148.3108
2021-12-13,173.0979,331.4824,145.4663,169.5675,446.4498,146.3451
2021-12-14,171.7091,320.6804,143.5515,169.0915,443.3782,144.6153
2021-12-15,176.6044,326.8432,146.0793,173.315,450.306,147.0075
2021-12-16,169.6702,317.3206,144.0882,168.871,446.335,144.4837
2021-12-17,168.567,316.2463,141.3749,170.0175,441.5879,142.4532
2021-12-20,167.1979,312.447,141.2572,167.079,436.8923,142.0526
2021-12-21,170.3892,319.6549,143.1181,170.417,444.6511,143.8672
2021-12-22,172.9994,325.427,146.0534,171.037,449.0971,146.589
2021-12-23,173.6298,326.8822,146.5536,171.0685,451.8914,146.782
2021-12-27,177.6189,334.4612,147.5412,169.6695,458.2866,147.7013
2021-12-28,176.5945,333.2892,146.3247,170.661,457.9121,146.0892
2021-12-29,176.6832,333.9729,146.2928,169.201,458.4979,146.1456
2021-12-30,175.5209,331.4042,145.8394,168.6445,457.2303,145.6448
2021-12-31,174.9004,328.4742,144.4942,166.717,456.078,144.3251
2022-01-03,179.2736,326.9408,144.6334,170.4045,458.7187,144.7191
2022-01-04,176.9984,321.3347,144.0428,167.522,458.5651,144.0627
2022-01-05,172.2902,308.9994,137.4347,164.357,449.7596,137.3163
2022-01-06,169.4141,306.5577,137.4073,163.254,449.3371,137.214
2022-01-07,169.5816,306.714,136.6786,162.554,447.5607,136.6689
2022-01-10,169.6013,306.9386,138.327,161.486,447.0037,138.2345
2022-01-11,172.4478,307.632,139.3908,165.362,451.0752,139.6745
2022-01-12,172.891,310.8453,141.0812,165.207,452.2947,141.301
2022-01-13,169.6013,297.6895,138.2447,161.214,446.0627,138.7901
2022-01-14,170.468,302.9635,139.136,162.138,446.2451,139.444
2022-01-18,167.2472,295.5897,135.6621,158.9175,438.3423,135.9566
2022-01-19,163.7309,296.2538,134.7828,156.299,433.7907,135.3197
2022-01-20,162.0367,294.5642,132.9782,151.6675,428.9895,133.1794
2022-01-21,159.9683,289.1241,130.0295,142.643,420.5682,129.7733
2022-01-24,159.1902,289.4562,130.4809,144.544,422.3542,130.0526
2022-01-25,157.3778,281.76,126.6215,139.986,417.1977,126.425
2022-01-26,157.2892,289.7882,128.9138,138.8725,416.151,128.9234
2022-01-27,156.8263,292.8452,128.6863,139.6375,414.0961,128.8047
2022-01-28,167.7692,301.0688,133.0216,143.978,424.3803,132.963
2022-01-31,172.1523,303.7254,134.9693,149.5735,432.0239,135.3661
2022-02-01,171.9849,301.5571,137.304,151.1935,434.943,137.5408
2022-02-02,173.1964,306.1475,147.6344,150.6125,439.1681,147.6738
2022-02-03,170.3006,294.2223,142.7366,138.8455,428.8455,142.301
2022-02-04,170.0146,298.8029,142.9391,157.6395,430.862,142.6656
2022-02-07,169.2946,293.9293,138.8572,157.9355,429.4792,138.5976
2022-02-08,172.421,297.4551,139.0547,161.4135,433.013,138.8719
2022-02-09,173.851,303.95,141.2423,161.1895,439.3506,141.1065
2022-02-10,169.7483,295.326,138.2776,159.0035,431.4574,138.263
2022-02-11,166.3163,288.1572,133.9508,153.2935,422.9496,133.8014
2022-02-14,166.5529,288.1181,135.1912,155.167,421.5668,134.9685
2022-02-15,170.4091,293.4605,136.2711,156.5105,428.3654,136.0913
2022-02-16,170.1724,293.118,137.3978,158.1005,428.8455,137.1507
2022-02-17,166.5529,284.5349,132.2116,154.6525,419.6847,131.9844
2022-02-18,164.9947,281.7945,130.0809,152.6015,416.9673,130.1479
2022-02-22,162.0558,281.589,129.4929,150.1975,412.4925,129.0855
2022-02-23,157.8643,274.2978,127.2728,144.827,405.1754,127.2724
2022-02-24,160.4976,288.3126,132.3633,151.358,411.273,132.3485
2022-02-25,162.5785,290.9747,134.1274,153.7885,420.3473,134.1899
2022-02-28,162.8448,292.4231,134.7234,153.563,419.2718,134.5605
2022-03-01,160.9512,288.6649,133.7304,151.142,412.8862,133.8393
2022-03-02,164.2649,293.7933,134.2391,152.0525,420.4818,134.4214
2022-03-03,163.9395,289.6143,133.5688,147.8985,418.3884,133.979
2022-03-04,160.9216,283.6834,131.5807,145.641,414.9891,131.7983
2022-03-07,157.105,272.9667,126.0663,137.453,402.7556,126.1547
2022-03-08,155.2706,269.9719,126.7905,136.0145,399.702,126.9667
2022-03-09,160.7047,282.3524,133.0904,139.279,410.4184,133.538
2022-03-10,156.3357,279.5044,132.1024,146.8175,408.5651,132.3569
2022-03-11,152.5979,274.102,129.5497,145.5245,403.3702,130.1559
2022-03-14,148.5446,270.5494,125.6399,141.853,400.4222,126.4305
2022-03-15,152.953,281.0312,128.8789,147.3665,409.2277,129.3429
2022-03-16,157.391,288.1169,132.9513,153.104,418.302,133.363
2022-03-17,158.4068,288.9292,133.5084,157.239,423.5353,134.2707
2022-03-18,161.7205,294.0282,135.7893,161.2505,428.1742,136.4664
2022-03-21,163.1012,292.7852,135.7653,161.4915,428.049,136.1441
2022-03-22,166.4938,297.5808,139.5226,164.889,433.0578,139.9338
2022-03-23,167.8646,293.1082,137.934,163.408,427.4807,138.1642
2022-03-24,171.6714,297.62,141.2223,163.6495,433.9247,140.9658
2022-03-25,172.3125,297.2089,141.3231,164.7735,436.0438,141.1748
2022-03-28,173.1803,304.0793,141.1061,168.9905,439.1454,141.6022
2022-03-29,176.494,308.689,142.1535,169.315,444.578,142.8991
2022-03-30,175.3204,307.172,141.5879,166.301,441.8328,142.295
2022-03-31,172.204,301.7403,138.724,162.9975,435.0324,139.3074
2022-04-01,171.9081,302.8266,139.8043,163.56,436.2654,140.3553
2022-04-04,175.9812,308.2583,142.6184,168.3465,440.0027,143.2906
2022-04-05,172.6478,304.2555,140.2437,164.055,434.4449,140.7174
2022-04-06,169.4623,293.118,136.2107,158.756,430.1007,136.8399
2022-04-07,169.768,294.9481,135.5528,157.7845,432.268,136.1307
2022-04-08,167.7463,290.6419,132.9583,154.4605,431.1121,133.6822
2022-04-11,163.4661,279.1814,128.5053,151.122,423.7434,129.4785
2022-04-12,165.3498,276.0496,127.399,150.7875,422.1733,128.06
2022-04-13,168.052,281.4911,129.5732,155.541,427.0087,129.9668
2022-04-14,163.0124,273.8671,126.417,151.7065,421.6917,126.9412
2022-04-18,162.7954,274.5424,127.3611,152.785,421.8651,127.6475
2022-04-19,165.0933,279.2206,129.6879,158.1155,428.6751,130.2112
2022-04-20,164.9257,280.258,127.7238,153.998,428.3573,127.9313
2022-04-21,164.1268,274.8263,124.5062,148.296,421.9518,124.6314
2022-04-22,159.5606,268.1907,119.34,144.35,410.3738,119.321
2022-04-25,160.6356,274.7382,122.77,146.074,412.753,122.9481
2022-04-26,154.6394,264.4619,118.3569,139.391,400.7993,119.2132
2022-04-27,154.4126,277.1849,114.0122,138.167,401.9263,114.7387
2022-04-28,161.3851,283.4583,118.2297,144.5965,412.0787,119.119
2022-04-29,155.4777,271.6064,113.8276,124.2815,396.8501,114.6848
2022-05-02,155.7834,278.4083,116.295,124.5,399.2389,116.87
2022-05-03,157.2825,275.7756,117.0442,124.2535,401.069,117.8401
2022-05-04,163.7324,283.8009,121.959,125.9285,413.2827,122.2747
2022-05-05,154.6098,271.44,116.2177,116.407,398.5935,116.4605
2022-05-06,155.3407,268.8758,115.4606,114.7725,396.2143,115.3766
2022-05-09,150.1851,258.9421,112.2331,108.789,383.5286,112.807
2022-05-10,152.6048,263.7573,114.1124,108.859,384.4148,114.3038
2022-05-11,144.6936,254.998,113.3219,105.372,378.3079,113.6818
2022-05-12,140.8022,249.9088,112.5653,106.9305,377.913,112.8838
2022-05-13,145.2961,255.5558,115.7638,113.055,386.9481,116.2301
2022-05-16,143.7454,255.9277,114.1623,110.8105,385.378,114.5113
2022-05-17,147.3998,261.1344,116.1853,115.3685,393.3054,116.4156
2022-05-18,139.0836,249.245,111.6231,107.1125,377.4506,112.1256
2022-05-19,135.6564,248.3229,110.1113,107.319,375.1389,110.4742
2022-05-20,135.8935,247.7539,108.639,107.591,375.3026,109.0452
2022-05-23,141.3454,255.69,111.2126,107.557,382.3246,111.3929
2022-05-24,138.6293,254.6796,105.7082,104.1,379.406,105.6665
2022-05-25,138.7873,257.5244,105.5437,106.775,382.758,105.5802
2022-05-26,142.0071,260.8401,107.5262,111.0775,390.4061,108.0307
2022-05-27,147.7949,268.0404,112.0391,115.1465,399.9902,112.5227
2022-05-31,147.0048,266.6965,113.481,120.2095,397.7459,113.7596
2022-06-01,146.8764,267.236,113.6107,121.684,394.5287,113.8574
2022-06-02,149.3455,269.3549,117.332,125.511,402.0419,117.4575
2022-06-03,143.5874,264.8817,114.2581,122.35,395.4438,114.2833
2022-06-06,144.338,263.6358,116.5319,124.79,396.6478,116.7238
2022-06-07,146.8764,267.3145,116.8601,123.0,400.4525,116.9423
2022-06-08,146.1356,265.2643,116.9045,121.18,396.0987,116.9508
2022-06-09,140.8812,259.7512,114.5518,116.15,386.6784,114.6365
2022-06-10,135.4391,248.1757,110.8869,109.65,375.4664,111.1545
2022-06-13,130.2539,237.6499,106.1297,103.67,361.2106,106.6147
2022-06-14,131.123,239.8375,106.4519,102.31,360.1222,106.9314
2022-06-15,133.7601,246.9691,109.4934,107.67,365.2562,110.1201
2022-06-16,128.4563,240.3084,105.7716,103.66,353.1677,106.3748
2022-06-17,129.9378,242.9374,106.8788,106.22,353.9289,107.6012
2022-06-21,134.1947,248.9115,111.2685,108.68,362.8385,111.7406
2022-06-22,133.6811,248.3131,111.2121,108.95,362.1807,111.7595
2022-06-23,136.5651,253.934,111.9648,112.44,365.731,112.4084
2022-06-24,139.9133,262.6058,117.6836,116.46,377.359,118.2476
2022-06-27,139.9133,259.8493,115.5474,113.22,375.9176,116.3368
2022-06-28,135.7453,251.5993,111.7308,107.4,368.2365,112.2957
2022-06-29,137.5133,255.3074,111.4256,108.92,367.9367,111.9815
2022-06-30,135.0342,251.9427,108.6939,106.21,364.9474,109.1046
2022-07-01,137.2169,254.6403,108.4689,109.56,368.8073,108.8138
2022-07-05,139.8145,257.8481,112.9832,113.5,369.5038,113.608
2022-07-06,141.1578,261.1442,114.289,114.33,370.7518,114.9312
2022-07-07,144.5455,263.2925,118.4896,116.33,376.3046,119.0137
2022-07-08,145.227,262.5666,119.0587,115.54,375.995,119.8741
2022-07-11,143.0837,259.4765,115.3908,111.75,371.6998,116.237
2022-07-12,144.0615,248.8428,113.7389,109.22,368.4107,114.5681
2022-07-13,143.6961,247.9109,111.0784,110.4,366.4759,111.9122
2022-07-14,146.6393,249.245,110.0949,110.63,365.5859,111.167
2022-07-15,148.3184,251.8348,111.5014,113.55,372.5705,112.4907
2022-07-18,145.2566,249.4118,108.7607,113.76,369.4942,109.6407
2022-07-19,149.1381,254.5913,113.5289,118.21,379.4776,114.3392
2022-07-20,151.153,257.2791,113.6187,122.77,381.8961,114.419
2022-07-21,153.4345,259.8002,114.0576,124.63,385.785,114.7582
2022-07-22,152.19,255.4055,107.6335,122.42,382.2056,108.0945
2022-07-25,151.0641,253.9046,107.2444,121.14,382.67,107.9449
2022-07-26,149.7307,247.1065,104.7606,114.81,378.1426,105.1817
2022-07-27,154.8567,263.626,112.7807,120.97,387.9616,113.3217
2022-07-28,155.4098,271.1501,113.9379,122.28,392.8276,114.3093
2022-07-29,160.5062,275.3977,116.0327,134.95,398.5545,116.3542
2022-08-01,159.5185,272.7196,114.5763,135.39,397.3743,115.1971
2022-08-02,158.037,269.5903,114.8456,134.16,394.7527,115.6161
2022-08-03,164.0816,277.0948,117.7883,139.52,400.9343,118.489
2022-08-04,163.7655,278.2523,117.8981,142.57,400.6634,118.5788
2022-08-05,163.538,277.5264,117.1798,140.8,399.9863,117.9304
2022-08-08,163.0633,274.9857,117.0103,139.41,399.5219,117.8506
2022-08-09,163.1127,276.928,116.3419,137.83,397.9354,117.2121
2022-08-10,167.3854,283.6574,119.4043,142.69,406.2936,120.3544
2022-08-11,166.6436,281.5582,118.5465,140.64,406.2936,119.5265
2022-08-12,170.2141,286.3551,121.3794,143.55,413.1718,122.3495
2022-08-15,171.2921,287.8854,121.7785,143.18,414.8744,122.579
2022-08-16,171.1339,287.1399,121.3994,144.78,415.687,122.2099
2022-08-17,172.6372,286.3829,119.2547,142.1,412.7364,120.0252
2022-08-18,172.2416,285.2524,119.8732,142.3,413.936,120.5639
2022-08-19,169.6404,281.3006,116.9205,138.23,408.3735,117.8306
2022-08-22,165.7337,273.0429,113.9578,133.22,399.8702,114.7881
2022-08-23,165.3974,271.7551,113.5788,133.62,398.9028,114.4888
