,AAPL,MSFT,GOOGL,AMZN,SPY,GOOG
2024-01-02,184.9382,368.8541,137.8287,149.93,468.2346,139.2181
2024-01-03,183.5535,368.5856,138.5769,148.47,464.4107,140.0161
2024-01-04,181.2223,365.94,136.0531,144.57,462.9148,137.7018
2024-01-05,180.4951,365.7511,135.3947,145.24,463.5488,137.0534
2024-01-08,184.8585,372.6533,138.4971,149.1,470.1664,140.1857
2024-01-09,184.4401,373.7474,140.6018,151.37,469.4532,142.2107
2024-01-10,185.4861,380.6894,141.9286,153.73,472.1081,143.4477
2024-01-11,184.8884,382.5393,141.7291,155.18,471.9001,143.318
2024-01-12,185.2172,386.3584,142.2976,154.62,472.227,143.8866
2024-01-16,182.9358,388.1487,142.138,153.16,470.4933,143.727
2024-01-17,181.9894,387.353,141.1206,151.71,467.878,142.5399
2024-01-18,187.9169,391.7291,143.1256,153.5,472.0388,144.6348
2024-01-19,190.8358,396.503,146.0184,155.34,477.9233,147.6075
2024-01-22,193.157,394.3547,145.6294,154.78,478.9338,147.3481
2024-01-23,194.4422,396.7317,146.6768,156.02,480.3306,148.3158
2024-01-24,193.7647,400.3719,148.3327,156.87,480.8556,149.9817
2024-01-25,193.436,402.6693,151.4949,157.75,483.471,153.2636
2024-01-26,191.6926,401.7344,151.8091,159.12,482.8568,153.4132
2024-01-29,191.0052,407.4929,153.1308,161.26,486.6807,154.4607
2024-01-30,187.3292,406.3691,151.0859,159.0,486.3043,152.675
2024-01-31,183.7029,395.4189,139.7539,155.2,478.3691,141.4526
2024-02-01,186.1536,401.5852,140.8113,159.28,484.63,142.3604
2024-02-02,185.1474,408.9848,142.0283,171.81,489.7319,143.1883
2024-02-05,186.9705,403.4451,143.3251,170.31,487.9487,144.5749
2024-02-06,188.5844,403.2859,143.7441,169.15,489.3654,145.0538
2024-02-07,188.694,411.7994,145.1805,170.53,493.4469,146.3207
2024-02-08,187.6081,411.8591,145.5496,169.84,493.6648,146.8593
2024-02-09,188.3762,418.2641,148.632,174.45,496.5179,149.852
2024-02-12,186.6804,413.0028,147.1656,172.34,496.3,148.3656
2024-02-13,184.5757,404.1114,144.7815,168.64,489.4645,146.0114
2024-02-14,183.688,408.0173,145.5795,170.98,493.9125,146.7795
2024-02-15,183.3987,405.0979,142.4173,169.8,497.3204,143.5874
2024-02-16,181.8526,402.6068,140.1729,169.51,494.8437,141.4127
2024-02-20,181.1045,401.3414,140.7714,167.08,492.1194,141.8516
2024-02-21,181.8625,400.7336,142.1979,168.59,492.5652,143.4876
2024-02-22,183.9074,410.1695,143.7341,174.58,502.7591,144.964
2024-02-23,182.062,408.8643,143.6044,174.99,503.1058,144.9341
2024-02-26,180.7055,406.0743,137.2302,174.73,501.2632,138.4101
2024-02-27,182.1718,406.0145,138.537,173.54,502.1944,139.7568
2024-02-28,180.9648,406.2537,136.0431,173.16,501.5307,137.0933
2024-02-29,180.2965,412.1524,138.118,176.76,503.3337,139.4376
2024-03-01,179.2092,414.0057,136.8013,178.22,508.0591,137.7417
2024-03-04,174.6607,413.4278,133.0206,177.58,507.5142,133.8712
2024-03-05,169.6932,401.2019,132.3423,174.12,502.4421,133.4523
2024-03-06,168.6957,400.6439,131.0754,173.51,504.9881,132.2352
2024-03-07,168.576,407.6686,134.0481,176.82,510.0008,134.9087
2024-03-08,170.3016,404.7591,135.0755,175.35,506.9397,135.9561
2024-03-11,172.3166,403.0652,137.3299,171.96,506.5038,138.5996
2024-03-12,172.7954,413.7865,138.1579,175.39,511.9524,139.278
2024-03-13,170.7006,413.6071,139.4447,176.555,511.15,140.4251
2024-03-14,172.5659,423.6907,142.7465,178.75,510.1395,143.9864
2024-03-15,172.1869,414.9224,140.8313,174.42,506.6365,141.8217
2024-03-18,173.2841,415.8192,147.3152,174.48,509.6475,148.1162
2024-03-19,175.6382,419.8944,146.6668,175.9,512.4797,147.5576
2024-03-20,178.2217,423.7007,148.3726,178.15,517.2198,149.3133
2024-03-21,170.94,427.8258,147.2354,178.15,518.929,148.3756
2024-03-22,171.8477,427.1981,150.3976,178.87,517.9452,151.3982
2024-03-25,170.4213,421.3392,149.6993,179.71,516.5143,150.7797
2024-03-26,169.2842,420.1336,150.2978,178.3,515.5603,151.3284
2024-03-27,172.8752,419.9144,150.4973,179.83,519.893,151.5678
2024-03-28,171.0497,419.2069,150.5572,180.38,519.7936,151.887
2024-04-01,169.6034,423.0431,155.1059,180.97,518.8893,156.1166
2024-04-02,168.4164,419.9243,154.1782,180.69,515.5901,155.4881
2024-04-03,169.2243,418.9379,154.5373,182.41,516.1565,155.9869
2024-04-04,168.3964,416.3771,150.1582,180.0,509.8562,151.5678
2024-04-05,169.1545,423.9897,152.1233,185.07,515.1826,153.5629
2024-04-08,168.0273,423.063,154.4675,185.19,515.4708,155.7575
2024-04-09,169.2443,424.7469,156.2132,185.67,516.0671,157.7526
2024-04-10,167.359,421.7378,155.7543,185.95,510.8996,157.2738
2024-04-11,174.6008,426.391,159.0162,189.05,514.7553,160.3961
2024-04-12,176.107,420.3827,157.3404,186.13,507.6501,158.8
2024-04-15,172.2567,412.1524,154.4775,183.62,501.2902,155.947
2024-04-16,168.955,413.089,154.0186,183.32,500.376,155.6178
2024-04-17,167.5785,410.3589,155.086,181.28,497.4146,156.4957
2024-04-18,166.6209,402.8161,155.6246,179.22,496.3911,157.0742
2024-04-19,164.586,397.6846,153.7094,174.63,492.0584,155.3385
2024-04-22,165.4239,399.518,155.894,177.23,496.5898,157.563
2024-04-23,166.4812,406.1042,157.8691,179.54,502.4827,159.5282
2024-04-24,168.5959,407.5889,158.7369,176.59,502.2442,160.7053
2024-04-25,169.4637,397.6049,155.6147,173.67,500.3362,157.563
2024-04-26,168.8752,404.8587,171.5253,179.62,505.0763,173.2645
2024-04-29,173.0647,400.8034,165.7396,180.96,506.8651,167.4887
2024-04-30,169.9026,387.9298,162.3779,175.0,498.8357,164.2367
2024-05-01,168.8752,393.5196,163.4553,179.0,497.2159,165.1644
2024-05-02,172.5959,396.4092,166.2084,184.72,501.8666,168.0473
2024-05-03,182.9199,405.1975,166.8269,186.21,508.0874,168.576
2024-05-06,181.2541,412.0528,167.6848,188.7,513.3343,169.4139
2024-05-07,181.9423,407.8679,170.827,188.76,513.9007,172.5562
2024-05-08,182.2815,409.0635,168.9616,188.0,513.9504,170.7407
2024-05-09,184.1069,410.8371,169.5402,189.5,516.9117,171.1597
2024-05-10,182.8384,413.2484,168.2334,187.48,517.5775,169.8728
2024-05-13,186.0646,412.2321,168.7222,186.57,517.6471,170.4813
2024-05-14,187.2133,415.0619,169.9192,187.07,520.0221,171.5088
2024-05-15,189.5007,422.3188,172.0839,185.99,526.4616,173.454
2024-05-16,189.6205,420.2326,173.7498,183.63,525.3784,175.0002
2024-05-17,189.6505,419.454,175.6251,184.7,526.1336,176.8557
2024-05-20,190.8191,424.5747,176.483,183.54,526.7398,178.0228
2024-05-21,192.1276,428.2681,177.4107,183.15,528.0317,179.1002
2024-05-22,190.6793,429.7454,175.9443,183.13,526.5112,177.5639
2024-05-23,186.6639,426.2318,173.1213,181.05,522.6655,174.6311
2024-05-24,189.7604,429.3861,174.5578,180.75,526.1237,175.898
2024-05-28,189.7703,429.5458,175.9643,182.15,526.4914,177.5839
2024-05-29,190.07,428.3979,175.4655,182.02,522.8046,176.9654
2024-05-30,191.0688,413.9239,171.6849,179.32,519.3365,173.1348
2024-05-31,192.0277,414.3831,172.0739,176.44,524.0666,173.5338
2024-06-03,193.8057,412.776,172.7423,178.34,524.494,173.9927
2024-06-04,194.1253,415.3214,173.3607,179.34,525.0803,174.701
2024-06-05,195.6436,423.2471,174.9767,181.28,531.3209,176.6362
2024-06-06,194.2552,423.7562,176.2935,185.0,531.311,177.9131
2024-06-07,196.6624,423.0874,174.0291,184.3,530.6651,175.5189
2024-06-10,192.8967,427.1002,174.7781,187.06,532.3047,176.3978
2024-06-11,206.9105,431.9015,176.3859,187.23,533.5866,177.9557
2024-06-12,212.8237,440.2665,177.5544,186.89,537.969,179.3239
2024-06-13,213.9923,440.7855,174.9279,183.83,539.0522,176.5076
2024-06-14,212.2443,441.7737,176.5557,183.66,539.3801,178.1355
2024-06-17,216.4195,447.5633,177.0051,184.06,543.6731,178.545
2024-06-18,214.0423,445.537,174.858,182.81,545.0544,176.218
2024-06-20,209.4376,444.8981,176.0664,186.1,543.5737,177.4764
2024-06-21,207.2501,448.9708,179.392,189.08,542.8449,180.023
2024-06-24,207.8994,446.8646,178.9825,185.57,541.0804,180.5523
2024-06-25,208.8283,450.1387,183.7861,186.34,543.164,185.336
2024-06-26,213.0035,451.3465,183.6363,193.61,543.8419,185.1263
2024-06-27,213.8525,452.0352,185.1643,197.85,544.6993,186.6143
2024-06-28,210.3765,446.1459,181.9086,193.25,542.5558,183.1789
2024-07-01,216.4994,455.9083,182.7475,197.2,543.6724,184.2475
2024-07-02,220.0153,458.4537,184.9945,200.0,547.3312,186.3647
2024-07-03,221.2939,459.941,185.5738,197.59,549.7737,187.1436
2024-07-05,226.0783,466.7188,190.3474,200.0,552.944,191.7076
2024-07-08,227.5566,465.4012,188.7795,199.29,553.582,190.2296
2024-07-09,228.4156,458.7132,188.7296,199.34,554.1204,190.1896
2024-07-10,232.7106,465.4111,190.9266,199.79,559.6035,192.4067
2024-07-11,227.3069,453.8819,185.3241,195.05,554.7783,187.0538
2024-07-12,230.2735,452.734,184.8247,194.49,558.2776,186.5344
2024-07-15,234.129,453.1433,186.2828,192.72,559.8129,187.9426
2024-07-16,234.5485,448.7112,183.6763,193.02,563.1327,185.2561
2024-07-17,228.6154,442.722,180.7801,187.93,555.2369,182.3799
2024-07-18,223.9208,439.5777,177.4545,183.75,550.97,178.9844
2024-07-19,224.0507,436.3236,177.4246,183.13,547.3112,179.1542
2024-07-22,223.7011,442.1431,181.4292,182.55,552.9539,183.109
2024-07-23,224.7499,444.0496,181.5491,186.41,552.0866,183.3586
2024-07-24,218.2873,428.1283,172.4012,180.83,539.575,174.1408
2024-07-25,217.2386,417.6472,167.0583,179.85,536.7636,168.9376
2024-07-26,217.708,424.5049,166.7787,182.5,542.7752,168.4582
2024-07-29,217.9877,425.9622,169.3053,183.2,543.0942,170.905
2024-07-30,218.547,422.1591,170.0643,181.71,540.3426,171.6341
2024-07-31,221.8232,417.5973,171.3127,186.98,549.1257,172.9224
2024-08-01,218.1075,416.3596,170.5337,184.07,541.3495,172.2233
2024-08-02,219.6058,407.7551,166.4391,167.9,531.2704,168.1786
2024-08-05,209.0281,394.4391,159.039,161.02,515.7979,160.4288
2024-08-06,206.9904,398.891,158.0802,161.93,520.5533,160.3289
2024-08-07,209.5774,397.7132,158.7294,162.77,517.074,160.5387
2024-08-08,213.0634,401.9655,161.8153,165.8,529.0273,163.6246
2024-08-09,215.99,405.2895,163.4531,166.94,531.3602,165.1726
2024-08-12,217.53,406.0781,162.0749,166.8,531.6393,163.7345
2024-08-13,221.27,413.2651,163.9425,170.23,540.3825,165.7119
2024-08-14,221.72,416.11,160.1575,170.1,542.0873,161.817
2024-08-15,224.72,421.03,161.0862,177.59,551.3788,162.9555
2024-08-16,226.05,418.47,162.744,177.06,552.615,164.5234
2024-08-19,225.89,421.53,166.4491,178.22,557.8988,168.1786
2024-08-20,226.51,424.8,166.9585,178.88,556.9916,168.7379
2024-08-21,226.4,424.14,165.6302,180.11,558.9057,167.4096
2024-08-22,224.53,415.55,163.5829,176.13,554.5191,165.2724
2024-08-23,226.84,416.79,165.4005,177.04,560.4111,167.2099
2024-08-26,227.18,413.49,165.9398,175.5,559.0752,167.7092
2024-08-27,228.03,413.84,164.4618,173.12,559.8428,166.1613
2024-08-28,226.49,410.6,162.6342,170.8,556.5928,164.2837
2024-08-29,229.79,413.12,161.5656,172.12,556.6426,163.1852
2024-08-30,229.0,417.14,163.1635,178.5,561.9563,164.8929
2024-09-03,222.77,409.44,157.1515,176.25,550.3918,158.4015
2024-09-04,220.85,408.9,156.2427,173.33,549.2652,157.6025
2024-09-05,222.38,408.39,157.0316,177.89,547.9293,158.3915
2024-09-06,220.82,401.7,150.72,171.39,538.7076,151.93
2024-09-09,220.91,405.72,148.71,175.4,544.7391,149.54
2024-09-10,220.11,414.2,148.66,179.55,547.1119,150.01
2024-09-11,222.66,423.04,151.16,184.52,552.7246,152.15
2024-09-12,222.77,427.0,154.69,187.0,557.3804,155.54
2024-09-13,222.5,430.59,157.46,186.49,560.2914,158.37
2024-09-16,216.32,431.34,158.06,184.89,561.1189,158.99
2024-09-17,216.79,435.15,159.32,186.88,561.3482,160.28
2024-09-18,220.69,430.81,159.81,186.43,559.6833,160.81
2024-09-19,228.87,438.69,162.14,189.87,569.234,163.24
2024-09-20,228.2,435.27,163.59,191.6,568.25,164.64
2024-09-23,226.47,433.51,161.85,193.88,569.67,163.07
2024-09-24,227.37,429.17,162.29,193.96,571.3,163.64
2024-09-25,226.37,432.11,161.49,192.53,570.04,162.99
2024-09-26,227.52,431.31,162.73,191.16,572.3,163.83
2024-09-27,227.79,428.02,163.95,187.97,571.47,165.29
2024-09-30,233.0,430.3,165.85,186.33,573.76,167.19
2024-10-01,226.21,420.69,166.99,185.13,568.62,168.42
2024-10-02,226.78,417.13,165.86,184.76,568.86,167.31
2024-10-03,225.67,416.54,165.86,181.96,567.82,167.21
2024-10-04,226.8,416.06,167.06,186.51,572.98,168.56
2024-10-07,221.69,409.54,162.98,180.8,567.8,164.39
2024-10-08,225.77,414.71,164.38,182.72,573.17,165.7
2024-10-09,229.54,417.46,161.86,185.17,577.14,163.06
2024-10-10,229.04,415.84,162.08,186.65,576.13,163.18
2024-10-11,227.55,416.32,163.24,188.82,579.58,164.52
2024-10-14,231.3,419.14,164.96,187.54,584.32,166.35
2024-10-15,233.85,418.74,165.46,187.69,579.78,166.9
2024-10-16,231.78,416.12,165.16,186.89,582.3,166.74
2024-10-17,232.15,416.72,162.93,187.53,582.35,164.51
2024-10-18,235.0,418.16,163.42,188.99,584.59,165.05
2024-10-21,236.48,418.78,164.07,189.07,583.63,165.8
2024-10-22,235.86,427.51,165.14,189.7,583.32,166.82
2024-10-23,230.76,424.6,162.78,184.71,577.99,164.48
2024-10-24,230.57,424.73,162.72,186.38,579.24,164.53
2024-10-25,231.41,428.15,165.27,187.83,579.04,166.99
2024-10-28,233.4,426.59,166.72,188.39,580.83,168.34
2024-10-29,233.67,431.95,169.68,190.83,581.77,171.14
2024-10-30,230.1,432.53,174.46,192.73,580.01,176.14
2024-10-31,225.91,406.35,171.11,186.4,568.64,172.69
2024-11-01,222.91,410.37,171.29,197.93,571.04,172.65
2024-11-04,222.01,408.46,169.24,195.78,569.81,170.68
2024-11-05,222.19,411.936,169.39,197.21,573.9,171.02
2024-11-06,224.175,415.805,174.99,203.8328,586.83,176.74
2024-11-07,227.23,425.43,180.75,210.05,595.61,182.28
2024-11-08,226.96,422.54,178.35,208.18,598.19,179.86
2024-11-11,224.23,418.01,180.35,206.84,598.76,181.97
2024-11-12,224.23,423.03,181.62,208.91,596.9,183.32
2024-11-13,225.12,425.2,178.88,214.1,597.19,180.49
2024-11-14,228.22,426.89,175.58,211.48,593.35,177.35
2024-11-15,225.0,414.171,172.2925,202.61,583.7856,173.6929
2024-11-18,228.02,414.9295,175.0993,201.7,586.1776,176.5996
2024-11-19,228.28,416.9554,177.9161,204.61,588.3204,179.3765
2024-11-20,229.0,414.66,175.7785,202.88,588.5197,177.129
2024-11-21,228.52,412.87,167.4381,198.38,591.6791,169.0482
2024-11-22,229.87,417.0,164.5714,197.12,593.5129,166.3812
2024-11-25,232.87,418.79,167.4581,201.45,595.5261,169.238
2024-11-26,235.06,427.99,168.9264,207.86,598.6357,170.4267
2024-11-27,234.93,422.99,169.0363,205.74,596.8218,170.6264
2024-11-29,237.33,423.46,168.7566,207.89,600.5293,170.2968
2024-12-02,239.59,430.98,171.2937,210.71,601.6057,172.784
2024-12-03,242.65,431.2,171.1439,213.44,601.8847,172.8239
2024-12-04,243.01,437.42,174.1704,218.16,605.6221,175.8905
2024-12-05,243.04,442.62,172.4424,220.55,604.6255,174.1125
2024-12-06,242.84,443.57,174.51,227.03,605.7716,176.29
2024-12-09,246.75,446.02,175.37,226.09,602.6521,177.1
2024-12-10,247.77,443.33,185.17,225.04,600.7784,186.53
2024-12-11,246.49,448.99,195.4,230.26,605.4228,196.71
2024-12-12,247.96,449.56,191.96,228.97,602.3033,193.63
2024-12-13,248.13,447.27,189.82,227.46,602.1837,191.38
2024-12-16,251.04,451.59,196.66,232.93,604.7551,198.16
2024-12-17,253.48,454.46,195.42,231.15,602.2634,197.12
2024-12-18,248.05,437.39,188.4,220.52,584.3138,190.15
2024-12-19,249.79,437.03,188.51,223.29,584.1345,189.7
2024-12-20,254.49,436.6,191.41,224.92,591.15,192.96
2024-12-23,255.27,435.25,194.63,225.06,594.69,195.99
2024-12-24,258.2,439.33,196.11,229.05,601.3,197.57
2024-12-26,259.02,438.11,195.6,227.05,601.34,197.1
2024-12-27,255.59,430.53,192.76,223.75,595.01,194.04
2024-12-30,252.2,424.83,191.24,221.3,588.22,192.69
2024-12-31,250.42,421.5,189.3,219.39,586.08,190.44
2025-01-02,243.85,418.58,189.43,220.22,584.64,190.63
2025-01-03,243.36,423.35,191.79,224.19,591.95,193.13
2025-01-06,245.0,427.85,196.87,227.61,595.36,197.96
2025-01-07,242.21,422.37,195.49,222.11,588.63,196.71
2025-01-08,242.7,424.56,193.95,222.13,589.49,195.39
2025-01-10,236.85,418.95,192.04,218.94,580.49,193.17
2025-01-13,231.3674,414.945,189.72,217.7425,577.84,191.03
2025-01-14,233.28,415.67,189.66,217.76,582.19,191.05
2025-01-15,237.87,426.31,195.55,223.35,592.78,196.98
2025-01-16,228.26,424.58,192.91,220.66,591.64,194.41
2025-01-17,229.7274,428.1715,195.7745,225.94,595.7878,197.3252
2025-01-21,222.3955,427.6425,197.8222,230.71,601.2414,199.4028
2025-01-22,223.5842,445.3071,198.1418,235.01,604.6212,199.8024
2025-01-23,223.4144,445.8161,197.7523,235.42,607.9213,199.3529
2025-01-24,222.5353,443.1714,199.9797,234.85,606.1466,201.6702
2025-01-27,229.6076,433.6904,191.5894,235.42,597.5724,193.5495
2025-01-28,237.9983,446.3051,195.0753,238.15,602.7069,196.8457
2025-01-29,239.0971,441.4448,195.1852,237.07,600.0051,196.9556
2025-01-30,237.3291,414.1596,200.6389,234.64,603.2254,202.3994
2025-01-31,235.7408,414.2294,203.7853,237.68,600.015,205.366
2025-02-03,227.7596,410.0977,200.9985,237.42,595.9772,202.4094
2025-02-04,232.5443,411.5448,206.1426,242.06,599.9752,207.4736
2025-02-05,232.2147,412.463,191.1099,236.17,602.4078,193.08
2025-02-06,232.9639,414.9879,191.3796,238.83,604.5015,193.09
2025-02-07,227.38,408.93,185.1268,229.15,598.9682,186.927
2025-02-10,227.65,411.3951,186.2555,233.14,603.036,187.9858
2025-02-11,232.62,410.6167,185.1068,232.76,603.4946,186.8571
2025-02-12,236.87,408.2215,183.3988,228.93,601.5504,185.219
2025-02-13,241.53,409.7185,185.9259,230.37,607.9013,187.6662
2025-02-14,244.6,407.6127,185.0169,228.68,607.8714,186.6573
2025-02-18,244.47,408.8203,183.5586,226.65,609.656,185.5886
2025-02-19,244.87,413.94,185.0569,226.63,611.0917,186.917
2025-02-20,245.83,416.13,184.3477,222.88,608.5494,186.4276
2025-02-21,245.55,408.21,179.4533,216.58,598.1407,181.3734
2025-02-24,247.1,404.0,179.0438,212.71,595.4189,180.9838
2025-02-25,247.04,397.9,175.2182,212.8,592.4578,177.1682
2025-02-26,240.36,399.73,172.5313,214.35,592.7569,174.5012
2025-02-27,237.3,392.53,168.3062,208.74,583.2953,170.0163
2025-02-28,241.84,396.99,170.0841,212.28,592.398,172.024
2025-03-03,238.03,388.49,166.8179,205.02,582.0192,168.4681
2025-03-04,235.93,388.61,170.7234,203.8,575.1299,172.4136
2025-03-05,235.74,401.02,172.821,208.36,581.3113,174.7909
2025-03-06,235.33,396.89,172.1517,200.7,570.9923,174.0118
2025-03-07,239.07,393.31,173.66,199.25,574.1927,175.55
2025-03-10,227.48,380.16,165.87,194.54,558.8987,167.81
2025-03-11,220.84,380.45,164.04,196.59,554.2527,165.98
2025-03-12,216.98,383.27,167.11,198.89,557.1939,169.0
2025-03-13,209.68,378.77,162.76,193.89,549.7662,164.73
2025-03-14,213.49,388.56,165.49,197.95,561.122,167.62
2025-03-17,214.0,388.7,164.29,195.74,565.449,166.57
2025-03-18,212.69,383.52,160.67,192.82,559.3374,162.67
2025-03-19,215.24,387.82,163.89,195.54,565.4291,166.28
2025-03-20,214.1,386.84,162.8,194.95,563.794,165.05
2025-03-21,218.27,391.26,163.99,196.21,563.98,166.25
2025-03-24,220.73,393.08,167.68,203.26,574.08,169.93
2025-03-25,223.75,395.16,170.56,205.71,575.46,172.79
2025-03-26,221.53,389.97,165.06,201.13,568.59,167.14
2025-03-27,223.85,390.58,162.24,201.36,567.08,164.08
2025-03-28,217.9,378.8,154.33,192.72,555.66,156.06
2025-03-31,222.13,375.39,154.64,190.26,559.39,156.23
2025-04-01,223.19,382.19,157.07,192.17,560.97,158.88
2025-04-02,223.89,382.14,157.04,196.01,564.52,158.86
2025-04-03,203.19,373.11,150.72,178.41,536.7,152.63
2025-04-04,188.38,359.84,145.6,171.0,505.28,147.74
2025-04-07,181.46,357.86,146.75,175.26,504.38,149.24
2025-04-08,172.42,354.56,144.7,170.66,496.48,146.58
2025-04-09,198.85,390.49,158.71,191.1,548.62,161.06
2025-04-10,190.42,381.35,152.82,181.22,524.58,155.37
2025-04-11,198.15,388.45,157.14,184.87,533.94,159.4
2025-04-14,202.52,387.81,159.07,182.12,539.12,161.47
2025-04-15,202.14,385.73,156.31,179.59,537.61,158.68
2025-04-16,194.27,371.61,153.33,174.33,525.66,155.5
2025-04-17,196.98,367.78,151.16,172.61,526.41,153.36
2025-04-21,192.907,358.4619,147.67,167.32,513.88,149.86
2025-04-22,199.4784,366.1478,151.47,173.18,527.25,153.9
2025-04-23,204.3321,373.7039,155.35,180.6,535.42,157.72
2025-04-24,208.0971,386.5903,159.28,186.54,546.69,161.47
2025-04-25,209.0059,391.1319,161.96,188.99,550.64,163.85
2025-04-28,209.8648,390.4432,160.61,187.7,550.85,162.42
2025-04-29,210.9334,393.3179,160.16,187.39,554.32,162.06
2025-04-30,212.2217,394.5357,158.8,184.42,554.54,160.89
2025-05-01,213.0406,424.6205,161.3,190.2,558.47,162.79
2025-05-02,205.0811,434.4824,164.03,189.98,566.76,165.81
2025-05-05,198.6295,435.3707,164.21,186.35,563.51,166.05
2025-05-06,198.25,432.516,163.23,185.01,558.8,165.2
2025-05-07,195.993,432.5559,151.38,188.71,561.15,152.8
2025-05-08,197.2314,437.3671,154.28,192.08,565.06,155.75
2025-05-09,198.27,437.926,152.75,193.06,564.34,154.38
2025-05-12,210.79,448.4367,158.46,208.64,582.99,159.58
2025-05-13,212.93,448.317,159.53,211.37,586.84,160.89
2025-05-14,212.33,452.11,165.37,210.25,587.59,166.81
2025-05-15,211.45,453.13,163.96,205.17,590.46,165.4
2025-05-16,211.26,454.27,166.19,205.59,594.2,167.43
2025-05-19,208.78,458.87,166.54,206.16,594.85,167.87
2025-05-20,206.86,458.17,163.98,204.07,592.85,165.32
2025-05-21,202.09,452.57,168.56,201.12,582.86,170.06
2025-05-22,201.36,454.86,170.87,203.1,583.09,171.98
2025-05-23,195.27,450.18,168.47,200.99,579.11,169.59
2025-05-27,200.21,460.69,172.9,206.02,591.15,173.98
2025-05-28,200.42,457.36,172.36,204.72,587.73,173.38
2025-05-29,199.95,458.68,171.86,205.7,590.05,172.96
2025-05-30,200.85,460.36,171.74,205.01,589.39,172.85
2025-06-02,201.7,461.97,168.8254,206.65,592.71,170.37
2025-06-03,203.27,462.97,165.9788,205.71,596.09,167.71
2025-06-04,202.82,463.87,167.8466,207.23,595.93,169.39
2025-06-05,200.63,467.68,168.0064,207.91,593.05,169.81
2025-06-06,203.92,470.38,173.26,213.57,599.14,174.92
